"student_id","student_country","date_registered","mins_watched_after_7_days","mins_watched_after_14_days","num_quizzes_engaged","num_exams_engaged","days_engaged","questions_hub_engaged","quizzes_engaged","exams_engaged","lessons_engaged","paid_student"
268478,NL,"2022-03-24",0.2,0.2,0,0,1,0,0,0,1,
268479,IN,"2022-03-24",2.6,2.6,1,1,2,0,1,1,1,
268480,CA,"2022-03-24",,,0,0,1,0,0,0,1,1
268481,US,"2022-03-24",,,,,,,,,,
268482,NG,"2022-03-24",0.9,0.9,0,0,1,0,0,0,1,
268483,GT,"2022-03-24",41.7,41.7,1,0,2,0,1,0,1,
268484,IN,"2022-03-24",,,,,,,,,,
268485,SG,"2022-03-24",214.3,214.3,4,3,4,0,1,1,1,
268486,GB,"2022-03-24",,,,,,,,,,
268487,TR,"2022-03-24",,,,,,,,,,
268488,BT,"2022-03-24",44.4,44.4,2,1,2,0,1,1,1,
268489,NG,"2022-03-24",1.8,1.8,0,0,1,0,0,0,1,
268490,CA,"2022-03-24",,,,,,,,,,
268491,TN,"2022-03-24",,,,,,,,,,
268492,PE,"2022-03-24",,,0,0,1,0,0,0,1,
268493,ZA,"2022-03-24",26.5,26.5,1,0,1,0,1,0,1,
268494,IN,"2022-03-24",,,,,,,,,,
268495,IN,"2022-03-24",6.0,6.0,1,0,1,0,1,0,1,
268496,IN,"2022-03-24",,,,,,,,,,
268497,FR,"2022-03-24",37.6,37.6,1,0,1,0,1,0,1,
268498,IN,"2022-03-24",,,,,,,,,,
268499,US,"2022-03-24",5.1,5.1,0,0,1,0,0,0,1,
268500,IN,"2022-03-24",,,,,,,,,,
268501,MA,"2022-03-24",15.600000000000001,15.600000000000001,1,0,2,0,1,0,1,
268502,AZ,"2022-03-24",4.0,4.0,0,0,1,0,0,0,1,
268503,IN,"2022-03-24",,,,,,,,,,
268504,TR,"2022-03-24",,,,,,,,,,
268505,NG,"2022-03-24",,,0,0,1,0,0,0,1,
268506,BR,"2022-03-24",1.5,1.5,0,0,1,0,0,0,1,
268507,GB,"2022-03-24",,,,,,,,,,
268508,NG,"2022-03-24",48.5,48.5,2,0,2,0,1,0,1,
268509,IN,"2022-03-24",1.5,1.5,0,0,1,0,0,0,1,
268510,US,"2022-03-24",138.1,140.6,8,7,22,1,1,1,1,1
268511,GB,"2022-03-24",45.0,45.0,3,2,3,0,1,1,1,1
268512,GB,"2022-03-24",0.1,0.1,0,0,1,0,0,0,1,
268514,MA,"2022-03-24",1.7,1.7,0,0,1,0,0,0,1,
268515,NG,"2022-03-24",,,,,,,,,,
268516,AT,"2022-03-24",238.39999999999998,550.3,14,9,32,1,1,1,1,1
268517,US,"2022-03-24",3.0,3.0,0,0,1,0,0,0,1,
268518,EG,"2022-03-24",,,,,,,,,,
268519,US,"2022-03-24",,,,,,,,,,
268520,BB,"2022-03-24",,,,,,,,,,
268521,EG,"2022-03-25",0.5,0.5,0,0,1,0,0,0,1,
268522,IN,"2022-03-25",,,,,,,,,,
268524,BR,"2022-03-25",4.8,4.8,0,0,1,0,0,0,1,
268525,PH,"2022-03-25",,,,,,,,,,
268526,US,"2022-03-25",,,,,,,,,,
268527,US,"2022-03-25",123.10000000000001,123.10000000000001,5,1,7,0,1,1,1,1
268528,IN,"2022-03-25",26.9,59.1,0,0,4,0,0,0,1,
268529,IN,"2022-03-25",,,4,4,9,0,1,1,1,1
268530,SA,"2022-03-25",,,,,,,,,,
268531,IN,"2022-03-25",0.3,0.3,0,0,1,0,0,0,1,
268533,IN,"2022-03-25",,,,,,,,,,
268534,ZA,"2022-03-25",,,,,,,,,,
268536,IN,"2022-03-25",,,1,0,2,0,1,0,1,
268537,IN,"2022-03-25",,,,,,,,,,
268538,US,"2022-03-25",0.3,0.3,0,0,1,0,0,0,1,
268539,BG,"2022-03-25",,,,,,,,,,
268540,IN,"2022-03-25",2.2,2.2,0,0,1,0,0,0,1,
268541,BD,"2022-03-25",0.3,0.3,0,0,1,0,0,0,1,
268542,MA,"2022-03-25",1.1,1.1,0,0,1,0,0,0,1,
268543,EG,"2022-03-25",0.2,0.2,0,0,1,0,0,0,1,
268544,IN,"2022-03-25",,,,,,,,,,
268545,GB,"2022-03-25",146.5,153.20000000000002,0,0,5,0,0,0,1,1
268546,IN,"2022-03-25",2.0,2.0,0,0,1,0,0,0,1,
268547,RU,"2022-03-25",,,,,,,,,,
268548,NG,"2022-03-25",,,,,,,,,,
268549,IN,"2022-03-25",,,,,,,,,,
268550,TN,"2022-03-25",8.5,8.5,1,0,1,0,1,0,1,
268551,GB,"2022-03-25",,,0,0,2,0,0,0,1,
268552,NG,"2022-03-25",,,,,,,,,,
268553,JP,"2022-03-25",112.6,173.7,10,4,11,0,1,1,1,1
268554,KE,"2022-03-25",3.5,3.5,0,0,1,0,0,0,1,
268555,IN,"2022-03-25",44.5,44.5,2,0,2,0,1,0,1,
268556,IN,"2022-03-25",224.5,479.20000000000005,15,11,25,0,1,1,1,1
268557,US,"2022-03-25",7.3,7.3,0,0,1,0,0,0,1,
268558,US,"2022-03-25",11.7,11.7,4,1,15,0,1,1,1,1
268559,NL,"2022-03-25",0.8,0.8,0,0,1,0,0,0,1,
268562,IN,"2022-03-25",28.8,28.8,0,0,1,0,0,0,1,
268563,EG,"2022-03-25",6.0,6.0,3,0,3,0,1,0,1,
268564,ID,"2022-03-25",2.6,2.6,0,0,1,0,0,0,1,
268565,PH,"2022-03-25",2.2,2.2,0,0,1,0,0,0,1,
268566,EG,"2022-03-25",5.2,5.2,0,0,1,0,0,0,1,
268567,MA,"2022-03-25",0.5,0.5,0,0,1,0,0,0,1,
268569,EG,"2022-03-25",1.2,1.2,0,0,1,0,0,0,1,
268570,NG,"2022-03-25",,,,,,,,,,
268571,BD,"2022-03-25",,,,,,,,,,
268572,US,"2022-03-25",,,2,0,4,0,1,0,1,1
268573,NG,"2022-03-25",,,,,,,,,,
268574,CA,"2022-03-25",,,0,0,1,0,0,0,1,1
268575,DE,"2022-03-25",,,,,,,,,,
268576,MA,"2022-03-25",0.7,0.7,0,0,1,0,0,0,1,
268577,IN,"2022-03-25",3.7,3.7,0,0,1,0,0,0,1,
268578,LB,"2022-03-25",1.0,1.0,0,0,1,0,0,0,1,
268579,DE,"2022-03-25",0.2,0.2,0,0,1,0,0,0,1,
268580,IN,"2022-03-25",7.4,7.4,0,0,1,0,0,0,1,
268581,CH,"2022-03-25",,,,,,,,,,
268582,NG,"2022-03-25",1.1,1.1,0,0,1,0,0,0,1,
268583,CA,"2022-03-25",,,,,,,,,,
268584,AR,"2022-03-25",232.70000000000002,327.7,9,3,34,0,1,1,1,1
268585,PS,"2022-03-25",,,,,,,,,,
268586,NG,"2022-03-25",,,,,,,,,,
268587,US,"2022-03-25",4.5,4.5,0,0,1,0,0,0,1,
268588,CA,"2022-03-25",0.3,0.3,0,0,1,0,0,0,1,
268589,NG,"2022-03-25",,,,,,,,,,
268590,XK,"2022-03-25",,,,,,,,,,
268591,US,"2022-03-25",26.200000000000003,26.200000000000003,1,0,2,0,1,0,1,
268592,EG,"2022-03-25",3.1,3.1,0,0,1,0,0,0,1,
268593,US,"2022-03-25",0.1,0.1,0,0,1,0,0,0,1,
268595,FR,"2022-03-25",,,,,,,,,,
268596,TR,"2022-03-26",,,,,,,,,,
268597,US,"2022-03-26",,,,,,,,,,
268598,US,"2022-03-26",11.8,11.8,1,0,1,0,1,0,1,
268599,IN,"2022-03-26",7.3,7.3,0,0,1,0,0,0,1,
268600,KW,"2022-03-26",133.29999999999998,147.29999999999998,7,3,14,0,1,1,1,1
268601,IN,"2022-03-26",,,,,,,,,,
268602,IN,"2022-03-26",,,,,,,,,,
268603,GH,"2022-03-26",5.5,5.5,0,0,1,0,0,0,1,
268604,EG,"2022-03-26",1.2,1.2,0,0,1,0,0,0,1,
268605,VN,"2022-03-26",6.6,6.6,0,0,1,0,0,0,1,
268607,US,"2022-03-26",4.0,4.0,0,0,1,0,0,0,1,
268608,IN,"2022-03-26",18.1,18.1,0,0,1,0,0,0,1,
268609,JO,"2022-03-26",,,,,,,,,,
268610,DE,"2022-03-26",,,,,,,,,,
268611,KE,"2022-03-26",30.7,30.7,2,0,2,0,1,0,1,
268612,IN,"2022-03-26",,,,,,,,,,
268613,EG,"2022-03-26",7.5,7.6,1,0,6,1,1,0,1,
268614,SA,"2022-03-26",,,,,,,,,,
268615,PK,"2022-03-26",,,,,,,,,,
268616,SG,"2022-03-26",0.2,0.2,0,0,1,0,0,0,1,
268617,AE,"2022-03-26",,,,,,,,,,
268618,NG,"2022-03-26",15.3,108.30000000000001,6,10,18,0,1,1,1,1
268619,GB,"2022-03-26",22.8,22.8,1,0,1,0,1,0,1,
268620,BD,"2022-03-26",3.3,3.3,1,0,6,0,1,0,1,
268621,US,"2022-03-26",7.1000000000000005,69.6,3,0,5,0,1,0,1,
268622,EG,"2022-03-26",2.9,2.9,0,0,2,0,0,0,1,
268623,IN,"2022-03-26",0.8,0.8,0,0,1,0,0,0,1,
268624,TR,"2022-03-26",,,,,,,,,,
268625,IN,"2022-03-26",9.6,9.6,0,0,1,0,0,0,1,
268626,MA,"2022-03-26",0.3,0.3,0,0,1,0,0,0,1,
268627,NG,"2022-03-26",,,,,,,,,,
268628,MA,"2022-03-26",,,,,,,,,,
268630,IN,"2022-03-26",1.5,1.5,0,0,1,0,0,0,1,
268631,US,"2022-03-26",,,,,,,,,,
268632,NG,"2022-03-26",7.7,7.7,0,0,1,0,0,0,1,
268634,LY,"2022-03-26",,,,,,,,,,
268635,PK,"2022-03-26",,,,,,,,,,
268636,SA,"2022-03-26",,,,,,,,,,
268637,US,"2022-03-26",0.1,0.1,0,0,1,0,0,0,1,
268638,IN,"2022-03-26",0.1,0.1,0,0,1,0,0,0,1,
268639,US,"2022-03-26",,,0,0,1,0,0,0,1,
268641,UZ,"2022-03-26",384.0,467.29999999999995,0,0,14,0,0,0,1,1
268642,IN,"2022-03-26",,,,,,,,,,
268643,MX,"2022-03-26",,,0,2,13,0,0,1,1,1
268644,US,"2022-03-26",28.200000000000003,28.200000000000003,0,0,2,0,0,0,1,
268645,KZ,"2022-03-26",53.8,53.8,3,1,3,0,1,1,1,
268646,NL,"2022-03-26",,,,,,,,,,
268647,DE,"2022-03-26",0.4,1.7000000000000002,0,0,7,0,0,0,1,1
268648,US,"2022-03-26",1.6,1.6,0,0,1,0,0,0,1,
268649,DE,"2022-03-26",0.4,0.4,0,0,1,0,0,0,1,
268650,DE,"2022-03-26",,,,,,,,,,
268651,PE,"2022-03-26",,,,,,,,,,
268652,DZ,"2022-03-26",6.4,6.4,1,0,7,0,1,0,1,
268653,KZ,"2022-03-26",,,,,,,,,,
268654,EG,"2022-03-26",,,0,0,1,0,0,0,1,
268655,US,"2022-03-26",7.1,7.1,1,0,2,0,1,0,1,
268656,DZ,"2022-03-26",14.3,14.3,1,0,1,0,1,0,1,
268657,NL,"2022-03-26",,,,,,,,,,
268658,CA,"2022-03-27",5.1,5.1,0,0,1,0,0,0,1,
268659,US,"2022-03-27",0.5,2.4000000000000004,0,0,3,0,0,0,1,
268660,VN,"2022-03-27",46.3,46.3,1,1,1,0,1,1,1,
268663,IN,"2022-03-27",7.1,7.1,0,0,1,0,0,0,1,
268664,IN,"2022-03-27",,,,,,,,,,
268665,SA,"2022-03-27",16.4,16.4,1,0,1,0,1,0,1,
268666,IN,"2022-03-27",,,,,,,,,,
268667,RU,"2022-03-27",0.7,0.7,0,0,1,0,0,0,1,
268668,IN,"2022-03-27",,,,,,,,,,
268669,VN,"2022-03-27",3.1,3.1,0,0,2,0,0,0,1,
268670,NG,"2022-03-27",17.4,17.4,1,1,1,0,1,1,1,
268671,EG,"2022-03-27",,,,,,,,,,
268672,ET,"2022-03-27",4.1,4.1,0,0,1,0,0,0,1,
268673,NG,"2022-03-27",,,,,,,,,,
268674,IN,"2022-03-27",,,,,,,,,,
268675,DZ,"2022-03-27",,,,,,,,,,
268677,NL,"2022-03-27",,,,,,,,,,
268678,EG,"2022-03-27",,,2,0,5,0,1,0,1,
268679,EG,"2022-03-27",0.6,30.3,1,0,3,0,1,0,1,
268680,EG,"2022-03-27",,,,,,,,,,
268681,LB,"2022-03-27",379.1,379.1,4,4,8,0,1,1,1,
268682,NL,"2022-03-27",20.7,20.7,1,0,5,0,1,0,1,
268683,EG,"2022-03-27",,,,,,,,,,
268684,KW,"2022-03-27",6.5,6.5,0,0,1,0,0,0,1,
268685,AE,"2022-03-27",45.1,45.1,4,1,5,0,1,1,1,
268686,US,"2022-03-27",,,,,,,,,,
268687,GB,"2022-03-27",,,0,0,1,0,0,0,1,
268688,EG,"2022-03-27",0.7,0.7,0,0,1,0,0,0,1,
268689,PH,"2022-03-27",2.7,2.7,0,0,2,0,0,0,1,
268690,DE,"2022-03-27",0.3,0.3,0,0,1,0,0,0,1,
268691,IQ,"2022-03-27",,,,,,,,,,
268692,NG,"2022-03-27",,,,,,,,,,
268693,IN,"2022-03-27",0.4,0.4,0,0,1,0,0,0,1,
268694,BG,"2022-03-27",0.7,0.7,0,0,2,0,0,0,1,
268695,CL,"2022-03-27",0.6,0.6,0,0,1,0,0,0,1,
268696,ZA,"2022-03-27",0.6,0.6,0,0,1,0,0,0,1,
268697,AZ,"2022-03-27",126.8,126.8,3,1,3,0,1,1,1,
268698,IN,"2022-03-27",,,,,,,,,,
268699,EG,"2022-03-27",,,,,,,,,,
268701,US,"2022-03-27",112.1,115.0,2,2,4,0,1,1,1,
268702,EC,"2022-03-27",,,,,,,,,,
268703,IN,"2022-03-27",,,,,,,,,,
268704,EG,"2022-03-27",,,0,0,1,0,0,0,1,
268705,TR,"2022-03-27",1.0,1.0,0,0,1,0,0,0,1,
268706,GB,"2022-03-27",,,3,1,5,0,1,1,1,1
268707,US,"2022-03-27",,,,,,,,,,
268708,IN,"2022-03-27",,,,,,,,,,
268709,US,"2022-03-27",7.4,10.7,2,0,3,0,1,0,1,
268710,VN,"2022-03-27",,,,,,,,,,
268711,PL,"2022-03-27",,,,,,,,,,
268712,DE,"2022-03-27",0.1,0.1,0,0,1,0,0,0,1,
268713,ZA,"2022-03-27",16.2,16.2,1,0,1,0,1,0,1,
268714,EG,"2022-03-27",229.5,303.2,8,10,18,0,1,1,1,1
268715,US,"2022-03-27",,,1,1,2,0,1,1,1,1
268716,DO,"2022-03-27",6.6,16.4,0,0,3,0,0,0,1,
268717,US,"2022-03-27",,,,,,,,,,
268718,NG,"2022-03-27",145.9,241.60000000000002,6,4,17,1,1,1,1,1
268719,CA,"2022-03-27",9.0,9.0,1,0,3,0,1,0,1,
268720,TN,"2022-03-27",1.1,1.1,0,0,1,0,0,0,1,
268721,SE,"2022-03-27",54.8,54.8,1,1,3,0,1,1,1,
268722,CA,"2022-03-27",0.1,0.1,0,0,1,0,0,0,1,
268723,IN,"2022-03-27",,,,,,,,,,
268725,ZA,"2022-03-27",,,,,,,,,,
268726,DE,"2022-03-27",,,,,,,,,,
268727,TR,"2022-03-27",246.10000000000002,246.10000000000002,1,1,2,0,1,1,1,
268728,ES,"2022-03-27",1.1,1.1,1,0,2,0,1,0,1,
268729,PL,"2022-03-27",,,,,,,,,,
268731,BA,"2022-03-27",,,,,,,,,,
268732,BO,"2022-03-27",25.9,25.9,0,0,3,0,0,0,1,1
268733,CA,"2022-03-27",,,,,,,,,,
268734,DZ,"2022-03-27",,,0,0,1,0,0,0,1,
268735,GB,"2022-03-27",1.1,1.1,1,0,1,0,1,0,1,
268736,CA,"2022-03-27",26.5,26.5,3,0,3,0,1,0,1,1
268737,EG,"2022-03-27",2.1,2.1,0,0,1,0,0,0,1,
268738,GB,"2022-03-27",,,,,,,,,,
268739,EG,"2022-03-27",,,,,,,,,,
268740,GB,"2022-03-28",6.6,6.6,1,0,1,0,1,0,1,
268741,GR,"2022-03-28",,,,,,,,,,
268742,US,"2022-03-28",13.8,37.2,4,0,7,0,1,0,1,1
268743,PA,"2022-03-28",0.1,0.1,0,0,1,0,0,0,1,
268744,US,"2022-03-28",36.6,36.6,0,0,1,0,0,0,1,
268745,US,"2022-03-28",0.2,0.2,0,0,1,0,0,0,1,
268746,CA,"2022-03-28",30.299999999999997,30.299999999999997,2,0,2,0,1,0,1,
268747,GB,"2022-03-28",45.5,45.5,1,1,1,0,1,1,1,
268748,MY,"2022-03-28",,,,,,,,,,
268749,MX,"2022-03-28",0.8,0.8,0,0,1,0,0,0,1,
268750,BG,"2022-03-28",,,,,,,,,,
268751,SO,"2022-03-28",17.6,17.6,1,0,1,0,1,0,1,
268752,MA,"2022-03-28",0.1,0.1,0,0,1,0,0,0,1,
268753,MX,"2022-03-28",7.7,7.7,0,0,1,0,0,0,1,
268754,RO,"2022-03-28",,,,,,,,,,
268755,NG,"2022-03-28",,,,,,,,,,
268756,SG,"2022-03-28",,,,,,,,,,
268757,IN,"2022-03-28",0.4,0.4,0,0,1,0,0,0,1,
268758,IN,"2022-03-28",13.7,13.7,1,0,3,0,1,0,1,
268759,CH,"2022-03-28",69.7,104.7,0,1,3,0,0,1,1,
268761,EG,"2022-03-28",0.6,0.6,1,0,2,0,1,0,1,
268762,IN,"2022-03-28",,,,,,,,,,
268763,OM,"2022-03-28",,,,,,,,,,
268764,SE,"2022-03-28",387.8,724.7,28,31,75,0,1,1,1,1
268765,PT,"2022-03-28",146.3,146.3,3,1,3,0,1,1,1,
268766,PH,"2022-03-28",,,,,,,,,,
268767,SG,"2022-03-28",,,,,,,,,,
268768,IN,"2022-03-28",174.39999999999998,401.5,4,1,10,0,1,1,1,1
268770,IN,"2022-03-28",0.3,0.3,0,0,1,0,0,0,1,
268771,NG,"2022-03-28",,,,,,,,,,
268772,GB,"2022-03-28",,,,,,,,,,
268773,GB,"2022-03-28",84.4,84.4,1,0,1,0,1,0,1,
268774,ID,"2022-03-28",,,,,,,,,,
268775,IN,"2022-03-28",5.8,5.8,0,0,1,0,0,0,1,
268776,FR,"2022-03-28",1.2,1.2,0,0,1,0,0,0,1,
268779,US,"2022-03-28",124.5,124.5,2,1,4,0,1,1,1,1
268782,IN,"2022-03-28",,,,,,,,,,
268783,EG,"2022-03-28",7.0,7.0,1,0,1,0,1,0,1,
268784,TN,"2022-03-28",,,,,,,,,,
268785,IN,"2022-03-28",0.8,0.8,0,0,2,0,0,0,1,
268786,DE,"2022-03-28",2.2,2.2,0,0,1,0,0,0,1,
268787,PH,"2022-03-28",1.3,1.3,1,0,2,0,1,0,1,
268788,LV,"2022-03-28",,,,,,,,,,
268789,US,"2022-03-28",0.2,0.2,0,0,1,0,0,0,1,
268790,HT,"2022-03-28",1.0,1.0,0,0,1,0,0,0,1,
268791,US,"2022-03-28",2.6,2.6,0,0,1,0,0,0,1,
268792,US,"2022-03-28",33.9,62.900000000000006,6,3,7,0,1,1,1,1
268793,LB,"2022-03-28",,,,,,,,,,
268794,IN,"2022-03-28",1.4,1.4,0,0,1,0,0,0,1,
268795,GH,"2022-03-28",,,,,,,,,,
268796,US,"2022-03-28",558.4000000000001,1177.6999999999998,14,18,27,0,1,1,1,1
268797,US,"2022-03-28",6.0,6.0,1,0,2,0,1,0,1,
268798,EG,"2022-03-28",1.4,1.4,0,0,1,0,0,0,1,
268799,IN,"2022-03-28",,,,,,,,,,
268800,EG,"2022-03-28",,,12,9,23,0,1,1,1,1
268801,CL,"2022-03-28",,,,,,,,,,
268802,IN,"2022-03-28",2.9,2.9,0,0,1,0,0,0,1,
268803,GH,"2022-03-28",47.300000000000004,47.300000000000004,1,0,6,0,1,0,1,
268804,IN,"2022-03-28",,,,,,,,,,
268805,US,"2022-03-28",6.6,478.0,16,5,28,0,1,1,1,1
268806,IN,"2022-03-28",3.5,3.5,1,0,1,0,1,0,1,
268807,IN,"2022-03-28",,,,,,,,,,
268809,PL,"2022-03-28",,,,,,,,,,
268810,US,"2022-03-28",,,,,,,,,,
268811,EC,"2022-03-28",204.29999999999998,435.99999999999994,3,1,30,0,1,1,1,1
268812,US,"2022-03-28",17.6,17.6,0,0,1,0,0,0,1,
268813,EG,"2022-03-28",,,,,,,,,,
268814,EG,"2022-03-28",9.700000000000001,11.3,4,0,4,0,1,0,1,
268815,IT,"2022-03-28",,,,,,,,,,
268816,MK,"2022-03-28",20.700000000000003,72.9,2,1,4,0,1,1,1,
268817,IE,"2022-03-28",167.20000000000002,250.20000000000002,3,5,12,0,1,1,1,1
268818,GB,"2022-03-28",11.0,11.0,1,0,3,0,1,0,1,
268819,IN,"2022-03-28",,,,,,,,,,
268820,IN,"2022-03-28",32.1,32.1,2,0,4,0,1,0,1,
268821,IN,"2022-03-28",1.8,1.8,0,0,1,0,0,0,1,
268822,RU,"2022-03-28",11.2,11.2,1,0,1,0,1,0,1,
268823,CH,"2022-03-28",3.0,3.0,0,0,1,0,0,0,1,
268824,US,"2022-03-28",0.5,0.5,1,0,1,0,1,0,1,
268825,US,"2022-03-28",326.70000000000005,933.7,19,17,54,0,1,1,1,1
268826,MX,"2022-03-28",,,,,,,,,,
268827,GB,"2022-03-28",,,22,11,42,0,1,1,1,1
268828,EG,"2022-03-28",0.1,0.1,0,0,1,0,0,0,1,
268829,US,"2022-03-28",0.8,0.8,0,0,1,0,0,0,1,
268830,FR,"2022-03-28",91.69999999999999,91.69999999999999,0,2,8,0,0,1,1,1
268831,EG,"2022-03-28",5.7,5.7,0,0,1,0,0,0,1,
268832,ZA,"2022-03-29",10.7,10.7,0,0,1,0,0,0,1,
268834,TW,"2022-03-29",,,,,,,,,,
268835,BR,"2022-03-29",0.5,0.7,0,0,3,0,0,0,1,
268836,CA,"2022-03-29",,,,,,,,,,
268837,US,"2022-03-29",,,,,,,,,,
268838,LK,"2022-03-29",0.6,0.6,0,0,1,0,0,0,1,
268839,MY,"2022-03-29",2.0,2.0,0,0,1,0,0,0,1,
268840,US,"2022-03-29",55.5,55.5,4,1,6,0,1,1,1,
268841,IN,"2022-03-29",,,,,,,,,,
268842,IN,"2022-03-29",,,,,,,,,,
268843,IN,"2022-03-29",0.4,0.4,0,0,1,0,0,0,1,
268844,SA,"2022-03-29",,,,,,,,,,
268846,IN,"2022-03-29",0.1,0.1,0,0,1,0,0,0,1,
268847,PS,"2022-03-29",0.3,0.3,0,0,1,0,0,0,1,
268848,IN,"2022-03-29",,,,,,,,,,
268849,IN,"2022-03-29",20.6,20.6,1,0,1,0,1,0,1,
268850,US,"2022-03-29",1.5,1.5,0,0,1,0,0,0,1,
268851,VN,"2022-03-29",3.1,3.1,0,0,1,0,0,0,1,
268853,PK,"2022-03-29",,,,,,,,,,
268854,IN,"2022-03-29",17.9,17.9,1,0,1,0,1,0,1,
268855,KE,"2022-03-29",,,0,0,1,0,0,0,1,
268856,IN,"2022-03-29",13.1,13.1,0,0,1,0,0,0,1,
268857,PT,"2022-03-29",15.5,15.5,2,0,9,0,1,0,1,1
268858,GB,"2022-03-29",115.2,115.2,1,0,3,0,1,0,1,
268859,DE,"2022-03-29",1.0,1.0,0,0,1,0,0,0,1,
268860,ID,"2022-03-29",,,,,,,,,,
268861,SA,"2022-03-29",,,,,,,,,,
268862,NG,"2022-03-29",,,,,,,,,,
268863,ZA,"2022-03-29",43.4,46.8,5,8,21,0,1,1,1,1
268864,VN,"2022-03-29",,,,,,,,,,
268865,AT,"2022-03-29",,,,,,,,,,
268866,GB,"2022-03-29",210.1,480.0,3,6,7,0,1,1,1,1
268867,NG,"2022-03-29",,,,,,,,,,
268868,IN,"2022-03-29",,,,,,,,,,
268869,KE,"2022-03-29",25.6,25.6,0,1,1,0,0,1,1,
268870,IN,"2022-03-29",10.0,10.0,0,0,1,0,0,0,1,
268872,MY,"2022-03-29",55.7,55.7,1,0,1,0,1,0,1,
268874,PK,"2022-03-29",74.8,74.8,0,1,5,0,0,1,1,
268875,EG,"2022-03-29",,,,,,,,,,
268876,SG,"2022-03-29",11.8,11.8,1,0,2,0,1,0,1,1
268877,NG,"2022-03-29",,,2,0,2,0,1,0,1,1
268878,MM,"2022-03-29",,,,,,,,,,
268879,IN,"2022-03-29",,,,,,,,,,
268880,AR,"2022-03-29",9.0,9.0,1,0,1,0,1,0,1,
268882,ZM,"2022-03-29",,,,,,,,,,
268883,US,"2022-03-29",5.699999999999999,5.699999999999999,0,0,21,0,0,0,1,1
268884,PK,"2022-03-29",,,,,,,,,,
268885,US,"2022-03-29",5.5,5.5,0,0,1,0,0,0,1,
268886,VN,"2022-03-29",,,,,,,,,,
268887,EG,"2022-03-29",,,,,,,,,,
268890,PL,"2022-03-29",,,,,,,,,,
268891,EG,"2022-03-29",,,0,0,1,0,0,0,1,
268892,BR,"2022-03-29",22.2,22.2,25,12,42,0,1,1,1,1
268893,IN,"2022-03-29",0.2,0.2,1,0,1,0,1,0,1,
268894,IN,"2022-03-29",,,,,,,,,,
268895,PK,"2022-03-29",18.9,21.4,1,0,2,0,1,0,1,
268896,IN,"2022-03-29",9.0,85.4,5,1,18,0,1,1,1,
268897,GB,"2022-03-29",3.1,3.1,0,0,1,0,0,0,1,1
268898,US,"2022-03-29",58.8,58.8,0,0,1,0,0,0,1,
268899,IN,"2022-03-29",,,,,,,,,,
268900,GR,"2022-03-29",,,,,,,,,,
268901,US,"2022-03-29",16.6,16.6,0,0,1,0,0,0,1,
268902,MX,"2022-03-29",1.2,1.2,0,0,1,0,0,0,1,
268903,US,"2022-03-29",18.4,229.29999999999998,2,3,11,0,1,1,1,1
268904,ES,"2022-03-29",,,,,,,,,,
268905,US,"2022-03-29",,,,,,,,,,
268906,MA,"2022-03-29",4.1,4.1,0,0,1,0,0,0,1,
268907,US,"2022-03-29",28.4,28.4,2,0,3,0,1,0,1,
268908,MX,"2022-03-29",10.2,10.2,1,0,2,0,1,0,1,1
268909,BR,"2022-03-29",,,,,,,,,,
268910,IN,"2022-03-29",0.3,0.3,0,0,1,0,0,0,1,
268911,GB,"2022-03-29",41.1,41.1,0,0,1,0,0,0,1,
268912,SA,"2022-03-29",19.1,19.1,0,0,1,0,0,0,1,
268913,IT,"2022-03-29",4.5,4.5,1,0,1,0,1,0,1,
268914,EG,"2022-03-29",18.4,18.4,1,0,1,0,1,0,1,
268915,US,"2022-03-29",101.5,101.5,2,1,5,0,1,1,1,1
268916,US,"2022-03-29",43.9,43.9,3,0,3,0,1,0,1,
268917,ES,"2022-03-29",12.4,12.4,0,0,1,0,0,0,1,
268918,NG,"2022-03-29",,,,,,,,,,
268919,US,"2022-03-29",6.6,6.6,1,0,1,0,1,0,1,
268920,VE,"2022-03-29",2.5,2.5,0,0,1,0,0,0,1,
268921,MX,"2022-03-29",14.9,14.9,1,0,1,0,1,0,1,
268922,PK,"2022-03-29",285.20000000000005,569.2,18,0,53,1,1,0,1,1
268923,DE,"2022-03-29",,,7,9,13,0,1,1,1,1
268924,ZA,"2022-03-29",0.8,0.8,0,0,1,0,0,0,1,
268925,FR,"2022-03-30",2.2,2.2,0,0,1,0,0,0,1,
268926,US,"2022-03-30",211.20000000000002,548.3,38,42,121,1,1,1,1,1
268927,IN,"2022-03-30",,,,,,,,,,
268928,US,"2022-03-30",,,,,,,,,,
268929,US,"2022-03-30",125.7,151.0,1,3,4,0,1,1,1,1
268930,AR,"2022-03-30",2.0,2.0,0,0,1,0,0,0,1,
268931,IN,"2022-03-30",,,,,,,,,,
268932,PA,"2022-03-30",,,,,,,,,,
268933,US,"2022-03-30",0.3,0.3,0,0,1,0,0,0,1,
268934,MY,"2022-03-30",,,,,,,,,,
268935,SG,"2022-03-30",,,,,,,,,,1
268936,IN,"2022-03-30",29.3,29.3,1,0,1,0,1,0,1,
268937,EG,"2022-03-30",,,,,,,,,,
268938,IN,"2022-03-30",0.4,0.4,0,0,1,0,0,0,1,
268939,SI,"2022-03-30",,,,,,,,,,
268940,AU,"2022-03-30",886.8999999999999,1010.3,3,2,10,0,1,1,1,1
